Date;Filière;Valeur (TWh);Nature
2016-09;"Production totale";36,38;Données Consolidées
2016-10;"Production totale";39,87;Données Consolidées
2016-11;"Production totale";45,43;Données Consolidées
2016-12;"Production totale";51,16;Données Consolidées
2017-01;"Production totale";57,15;Données Consolidées
2017-02;"Production totale";47,96;Données Consolidées
2017-03;"Production totale";49,69;Données Consolidées
2017-04;"Production totale";42,48;Données Consolidées
2017-05;"Production totale";41,47;Données Consolidées
2017-06;"Production totale";37,29;Données Consolidées
2017-07;"Production totale";38,83;Données Consolidées
2017-08;"Production totale";37,1;Données Consolidées
2017-09;"Production totale";38,59;Données Consolidées
2017-10;"Production totale";39,63;Données Consolidées
2017-11;"Production totale";44,89;Données Consolidées
2017-12;"Production totale";53,21;Données Consolidées
2018-01;"Production totale";56,64;Données Consolidées
2018-02;"Production totale";53,64;Données Consolidées
2018-03;"Production totale";52,36;Données Consolidées
2018-04;"Production totale";42,66;Données Consolidées
2018-05;"Production totale";42,65;Données Consolidées
2018-06;"Production totale";40,65;Données Consolidées
2018-07;"Production totale";41,19;Données Consolidées
2018-08;"Production totale";37,19;Données Consolidées
2018-09;"Production totale";38,81;Données Consolidées
2018-10;"Production totale";42,27;Données Consolidées
2018-11;"Production totale";46,23;Données Consolidées
2018-12;"Production totale";53,28;Données Consolidées
2019-01;"Production totale";55,82;Données Consolidées
2019-02;"Production totale";50,11;Données Consolidées
2019-03;"Production totale";50,35;Données Consolidées
2019-04;"Production totale";42,64;Données Consolidées
2019-05;"Production totale";43,57;Données Consolidées
2019-06;"Production totale";40,11;Données Consolidées
2019-07;"Production totale";40,48;Données Consolidées
2019-08;"Production totale";37,56;Données Consolidées
2019-09;"Production totale";37,52;Données Consolidées
2019-10;"Production totale";41,03;Données Consolidées
2019-11;"Production totale";45,8;Données Consolidées
2019-12;"Production totale";51,1;Données Consolidées
2020-01;"Production totale";54,6;Données Consolidées
2020-02;"Production totale";50,67;Données Consolidées
2020-03;"Production totale";47,93;Données Consolidées
2020-04;"Production totale";36,82;Données Consolidées
2020-05;"Production totale";37,63;Données Consolidées
2020-06;"Production totale";34,47;Données Consolidées
2020-07;"Production totale";34,46;Données Consolidées
2020-08;"Production totale";33,54;Données Consolidées
2020-09;"Production totale";32,16;Données Consolidées
2020-10;"Production totale";41,72;Données Consolidées
2020-11;"Production totale";45,1;Données Consolidées
2020-12;"Production totale";50,62;Données Consolidées
2021-01;"Production totale";55,37;Données Consolidées
2021-02;"Production totale";46,9;Données Consolidées
2021-03;"Production totale";47,51;Données Consolidées
2021-04;"Production totale";39,5;Données Consolidées
2021-05;"Production totale";41,37;Données Consolidées
2021-06;"Production totale";39,21;Données Consolidées
2021-07;"Production totale";40,5;Données Consolidées
2021-08;"Production totale";39,14;Données Consolidées
2021-09;"Production totale";38,47;Données Consolidées
2021-10;"Production totale";41,76;Données Consolidées
2021-11;"Production totale";44,35;Données Consolidées
2021-12;"Production totale";48,31;Données Consolidées
2022-01;"Production totale";52,17;Données Consolidées
2022-02;"Production totale";45,65;Données Consolidées
2022-03;"Production totale";42,53;Données Consolidées
2022-04;"Production totale";36,53;Données Consolidées
2022-05;"Production totale";33,9;Données Consolidées
2022-06;"Production totale";31,64;Données Consolidées
2022-07;"Production totale";30,84;Données Consolidées
2022-08;"Production totale";29,05;Données Consolidées
2022-09;"Production totale";28,95;Données Consolidées
2022-10;"Production totale";32,77;Données Consolidées
2022-11;"Production totale";36,75;Données Consolidées
2022-12;"Production totale";44,98;Données Consolidées
2023-01;"Production totale";48,88;Données Consolidées
2023-02;"Production totale";43,13;Données Consolidées
2023-03;"Production totale";42,54;Données Consolidées
2023-04;"Production totale";38,44;Données Consolidées
2023-05;"Production totale";39,01;Données Consolidées
2023-06;"Production totale";35,95;Données Consolidées
2023-07;"Production totale";36,85;Données Consolidées
2023-08;"Production totale";35,57;Données Consolidées
2023-09;"Production totale";37,04;Données Consolidées
2023-10;"Production totale";40,18;Données Consolidées
2023-11;"Production totale";45,35;Données Consolidées
2023-12;"Production totale";50,67;Données Consolidées
2024-01;"Production totale";55,13;Données Consolidées
2024-02;"Production totale";47,64;Données Consolidées
2024-03;"Production totale";47,35;Données Consolidées
2024-04;"Production totale";41,48;Données Consolidées
2024-05;"Production totale";42,06;Données Consolidées
2024-06;"Production totale";39,54;Données Consolidées
2024-07;"Production totale";41,45;Données Consolidées
2024-08;"Production totale";39,81;Données Consolidées
2024-09;"Production totale";39,55;Données Consolidées
2024-10;"Production totale";42,36;Données provisoires
